serial_no,nice_class_code,mark_id_char,mark_length,statement_text,dict_indicator,pseudo_mark,formatted_text
71000604,5,MANZAN,1,A [ CURE ] * PREPARATION * FOR * ALLEVIATING MILD RECTAL IRRITATIONS ASSOCIATED WITH * PILES,0,,"[CLS]MANZAN [SEP] A [ CURE ] * PREPARATION * FOR * ALLEVIATING MILD RECTAL IRRITATIONS ASSOCIATED WITH * PILES [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
71000610,24,VICTOR,1,"CANVAS, STITCHED AND BALATA BELTING",1,,"[CLS]VICTOR [SEP] CANVAS, STITCHED AND BALATA BELTING [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 24 [SEP] Textiles and substitutes for textiles; bed covers; table covers; household linen; curtains of textile or plastic. [SEP] Pseudo mark is  [CLS]"
71000622,21,RATIONAL,1,TOOTH-BRUSHES,1,,"[CLS]RATIONAL [SEP] TOOTH-BRUSHES [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 21 [SEP] Household or kitchen utensils and containers; combs and sponges; brushes, (except paintbrushes); brush-making materials; articles for cleaning purposes; steelwool; unworked or semi-worked glass, (except building glass used in building); glassware, porcelain and earthenware. [SEP] Pseudo mark is  [CLS]"
71000623,21,SIR PRIZE,2,HAIR-BRUSHES,1,SURPRISE,"[CLS]SIR PRIZE [SEP] HAIR-BRUSHES [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 21 [SEP] Household or kitchen utensils and containers; combs and sponges; brushes, (except paintbrushes); brush-making materials; articles for cleaning purposes; steelwool; unworked or semi-worked glass, (except building glass used in building); glassware, porcelain and earthenware. [SEP] Pseudo mark is SURPRISE [CLS]"
71000624,21,COSMEON,1,CLOTHES BRUSHES,0,,"[CLS]COSMEON [SEP] CLOTHES BRUSHES [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 21 [SEP] Household or kitchen utensils and containers; combs and sponges; brushes, (except paintbrushes); brush-making materials; articles for cleaning purposes; steelwool; unworked or semi-worked glass, (except building glass used in building); glassware, porcelain and earthenware. [SEP] Pseudo mark is  [CLS]"
71000626,5,OIL OF GLADNESS,3,"REMEDY FOR CROUP, SORE THROAT, COUGHS, COLDS, SPRAINS, WOUNDS, AND BRUISES, NEURALGIA, EARACHE, FROSTED FEET OR CHILBLAINS, AND WHOOPING-COUGH",0,,"[CLS]OIL OF GLADNESS [SEP] REMEDY FOR CROUP, SORE THROAT, COUGHS, COLDS, SPRAINS, WOUNDS, AND BRUISES, NEURALGIA, EARACHE, FROSTED FEET OR CHILBLAINS, AND WHOOPING-COUGH [SEP] mark absent in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
71000654,25,PURINA,1,"CORNMEAL, WHEAT-FLOUR, CEREAL BREAKFAST FOOD, AND PANCAKE-FLOUR",0,,"[CLS]PURINA [SEP] CORNMEAL, WHEAT-FLOUR, CEREAL BREAKFAST FOOD, AND PANCAKE-FLOUR [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 25 [SEP] Clothing, footwear, headgear. [SEP] Pseudo mark is  [CLS]"
71000657,5,SANMETTO,1,"REMEDIES FOR DISEASES OF THE KIDNEYS, BLADDER, URETHRAL CANAL, PROSTATE GLAND, TESTES, MAMMAE, OVARIES, UTERUS, DISEASES OF THE GENITO-URINARY ORGANS, AND ALSO DISEASES OF THE LUNGS, MUCOUS MEMBRANES, AND SKIN, NERVES, AND BLOOD, WHERE THE KIDNEYS, BLADDER, OR ANY OF THE GENITO-URINARY ORGANS ARE AT FAULT",0,,"[CLS]SANMETTO [SEP] REMEDIES FOR DISEASES OF THE KIDNEYS, BLADDER, URETHRAL CANAL, PROSTATE GLAND, TESTES, MAMMAE, OVARIES, UTERUS, DISEASES OF THE GENITO-URINARY ORGANS, AND ALSO DISEASES OF THE LUNGS, MUCOUS MEMBRANES, AND SKIN, NERVES, AND BLOOD, WHERE THE KIDNEYS, BLADDER, OR ANY OF THE GENITO-URINARY ORGANS ARE AT FAULT [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
71000665,5,VASELINE,1,EMOLLIENT AND MEDICINAL PREPARATION FOR EXTERNAL AND INTERNAL USE,1,,"[CLS]VASELINE [SEP] EMOLLIENT AND MEDICINAL PREPARATION FOR EXTERNAL AND INTERNAL USE [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
71000666,5,BLUE SEAL,2,EMOLLIENT AND MEDICINAL PREPARATION FOR EXTERNAL AND INTERNAL USE,1,,"[CLS]BLUE SEAL [SEP] EMOLLIENT AND MEDICINAL PREPARATION FOR EXTERNAL AND INTERNAL USE [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
71000669,15,KNABE,1,PIANOFORTES,0,,[CLS]KNABE [SEP] PIANOFORTES [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 15 [SEP] Musical instruments. [SEP] Pseudo mark is  [CLS]
71000670,15,WM. KNABE & CO.,4,PIANOFORTES,0,WILLIAM KNABE,[CLS]WM. KNABE & CO. [SEP] PIANOFORTES [SEP] mark absent in Wordnet [SEP] Mark length is 4 [SEP] NICE category is 15 [SEP] Musical instruments. [SEP] Pseudo mark is WILLIAM KNABE [CLS]
71000671,15,MIGNON,1,MINIATURE GRAND PIANOFORTES,0,,[CLS]MIGNON [SEP] MINIATURE GRAND PIANOFORTES [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 15 [SEP] Musical instruments. [SEP] Pseudo mark is  [CLS]
71000697,16,EMPIRE,1,"PIN TICKETS, TAGS, AND LABELS",1,,"[CLS]EMPIRE [SEP] PIN TICKETS, TAGS, AND LABELS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 16 [SEP] Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; artists' and drawing materials; paintbrushes; typewriters and office requisites (except furniture); instructional and teaching materials (except apparatus); plastic materials forsheets, films and bags for wrapping and packaging; printers' type; printing blocks. [SEP] Pseudo mark is  [CLS]"
71000698,15,CHICKERING,1,PIANOS,0,,[CLS]CHICKERING [SEP] PIANOS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 15 [SEP] Musical instruments. [SEP] Pseudo mark is  [CLS]
71000701,21,DUX,1,"HAIR-BRUSHES, NAIL-BRUSHES, FLESH-BRUSHES, AND TOOTH-BRUSHES, AS WELL AS OTHER BRUSHES FOR TOILET PURPOSES",0,,"[CLS]DUX [SEP] HAIR-BRUSHES, NAIL-BRUSHES, FLESH-BRUSHES, AND TOOTH-BRUSHES, AS WELL AS OTHER BRUSHES FOR TOILET PURPOSES [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 21 [SEP] Household or kitchen utensils and containers; combs and sponges; brushes, (except paintbrushes); brush-making materials; articles for cleaning purposes; steelwool; unworked or semi-worked glass, (except building glass used in building); glassware, porcelain and earthenware. [SEP] Pseudo mark is  [CLS]"
71000706,29,NUCOA,1,VEGETABLE BUTTER,0,,"[CLS]NUCOA [SEP] VEGETABLE BUTTER [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 29 [SEP] Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk and milk products; edible oils and fats [SEP] Pseudo mark is  [CLS]"
71000712,5,SSS,1,[ REMEDY FOR THE CURE OF ALL BLOOD AND SKIN DISEASES AND FOR PURIFYING THE BLOOD ] * A TONIC FOR THE BLOOD *,1,,"[CLS]SSS [SEP] [ REMEDY FOR THE CURE OF ALL BLOOD AND SKIN DISEASES AND FOR PURIFYING THE BLOOD ] * A TONIC FOR THE BLOOD * [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
71000714,9,BRYANT,1,"SOCKETS AND RECEPTACLES FOR ELECTRIC LAMPS AND PLUGS, ELECTRIC PLUGS THEREFOR, ROSETTES FOR ELECTRIC WIRING, AND CUT-OUTS AND FUSES FOR ELECTRIC WIRING, AND SNAP-SWITCHES [ AND SMALL KNIFE-SWITCHES FOR ELECTRIC WIRING. ]",0,,"[CLS]BRYANT [SEP] SOCKETS AND RECEPTACLES FOR ELECTRIC LAMPS AND PLUGS, ELECTRIC PLUGS THEREFOR, ROSETTES FOR ELECTRIC WIRING, AND CUT-OUTS AND FUSES FOR ELECTRIC WIRING, AND SNAP-SWITCHES [ AND SMALL KNIFE-SWITCHES FOR ELECTRIC WIRING. ] [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 9 [SEP] Scientific, nautical, surveying, photographic, cinematographic, optical, weighing, measuring, signalling, checking (supervision), life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling electricity; apparatus for recording, transmission or reproduction of sound or images; magnetic data carriers, recording discs; compact discs, DVDs and other digital recording media; mechanisms for coin-operated apparatus; cash registers, calculating machines, data processing equipment, computers; computer software; fire-extinguishing apparatus. [SEP] Pseudo mark is  [CLS]"
71000727,30,TIP TOP,2,BREAD [ AND CRACKERS ],1,,"[CLS]TIP TOP [SEP] BREAD [ AND CRACKERS ] [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is  [CLS]"
71000729,15,BALDWIN,1,PIANOS,1,,[CLS]BALDWIN [SEP] PIANOS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 15 [SEP] Musical instruments. [SEP] Pseudo mark is  [CLS]
71000748,15,WELLINGTON,1,PIANOS,1,,[CLS]WELLINGTON [SEP] PIANOS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 15 [SEP] Musical instruments. [SEP] Pseudo mark is  [CLS]
71000760,2,OCEANA,1,"VARNISHES, PAINTS, LACQUERS, JAPANS, ENAMELS, AND OILS USED IN CONNECTION WITH THE SAME",0,,"[CLS]OCEANA [SEP] VARNISHES, PAINTS, LACQUERS, JAPANS, ENAMELS, AND OILS USED IN CONNECTION WITH THE SAME [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 2 [SEP] Paints, varnishes, lacquers; preservatives against rust and against deterioration of wood; colorants; mordants; raw natural resins; metals in foil and powder form for painters, decorators, printers and artists. [SEP] Pseudo mark is  [CLS]"
71000810,30,GOLD COIN,2,FLOUR MADE FROM WHEAT,1,,"[CLS]GOLD COIN [SEP] FLOUR MADE FROM WHEAT [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is  [CLS]"
71000828,11,B & W,3,BOILERS AND THEIR ADJUNCTS,0,BW,"[CLS]B & W [SEP] BOILERS AND THEIR ADJUNCTS [SEP] mark absent in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 11 [SEP] Apparatus for lighting, heating, steam generating, cooking, refrigerating, drying, ventilating, water supply and sanitary purposes. [SEP] Pseudo mark is BW [CLS]"
71000829,11,BABCOCK & WILCOX,3,BOILERS AND THEIR ADJUNCTS,0,,"[CLS]BABCOCK & WILCOX [SEP] BOILERS AND THEIR ADJUNCTS [SEP] mark absent in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 11 [SEP] Apparatus for lighting, heating, steam generating, cooking, refrigerating, drying, ventilating, water supply and sanitary purposes. [SEP] Pseudo mark is  [CLS]"
71000860,21,WEAR-EVER,1,COOKING UTENSILS MADE OF ALUMINIUM AND ALUMINIUM ALLOYS,0,,"[CLS]WEAR-EVER [SEP] COOKING UTENSILS MADE OF ALUMINIUM AND ALUMINIUM ALLOYS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 21 [SEP] Household or kitchen utensils and containers; combs and sponges; brushes, (except paintbrushes); brush-making materials; articles for cleaning purposes; steelwool; unworked or semi-worked glass, (except building glass used in building); glassware, porcelain and earthenware. [SEP] Pseudo mark is  [CLS]"
71000861,25,NAZARETH,1,CHILDREN'S UNDERWAISTS,1,,"[CLS]NAZARETH [SEP] CHILDREN'S UNDERWAISTS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 25 [SEP] Clothing, footwear, headgear. [SEP] Pseudo mark is  [CLS]"
71000884,19,A. E. TILE CO.,4,TILES AND CERAMIC WARE,0,AE TILE,"[CLS]A. E. TILE CO. [SEP] TILES AND CERAMIC WARE [SEP] mark absent in Wordnet [SEP] Mark length is 4 [SEP] NICE category is 19 [SEP] Building materials (non-metallic); non-metallic rigid pipes for building; asphalt, pitch and bitumen; non-metallic transportable buildings; monuments, not of metal. [SEP] Pseudo mark is AE TILE [CLS]"
71000885,19,A.E.T. CO.,2,TILES AND CERAMIC WARE,0,AET,"[CLS]A.E.T. CO. [SEP] TILES AND CERAMIC WARE [SEP] mark absent in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 19 [SEP] Building materials (non-metallic); non-metallic rigid pipes for building; asphalt, pitch and bitumen; non-metallic transportable buildings; monuments, not of metal. [SEP] Pseudo mark is AET [CLS]"
71000894,6,JENKINS,1,VALVES AND PARTS OF VALVES,0,,"[CLS]JENKINS [SEP] VALVES AND PARTS OF VALVES [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 6 [SEP] Common metals and their alloys; metal building materials; transportable buildings of metal; materials of metal for railway tracks; non-electric cables and wires of common metal; ironmongery, small items of metal hardware; pipes and tubes of metal; safes; goods of common metal not included in other classes; ores. [SEP] Pseudo mark is  [CLS]"
71000895,6,JENKINS,1,VALVES AND PARTS OF VALVES AND COCKS AND PARTS OF COCKS,0,,"[CLS]JENKINS [SEP] VALVES AND PARTS OF VALVES AND COCKS AND PARTS OF COCKS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 6 [SEP] Common metals and their alloys; metal building materials; transportable buildings of metal; materials of metal for railway tracks; non-electric cables and wires of common metal; ironmongery, small items of metal hardware; pipes and tubes of metal; safes; goods of common metal not included in other classes; ores. [SEP] Pseudo mark is  [CLS]"
71000938,17,GILT EDGE,2,PARTS OF MACHINERY,1,,"[CLS]GILT EDGE [SEP] PARTS OF MACHINERY [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 17 [SEP] Unprocessed and semi-processed rubber, gutta-percha, gum, asbestos, mica and substitutes for all these materials; plastics and resins in extruded form for use in manufacture; packing, stopping and insulating materials; flexible pipes, tubes and hoses, not of metal. [SEP] Pseudo mark is  [CLS]"
71000953,3,SPLENDID,1,LAUNDRY SOAP,1,,"[CLS]SPLENDID [SEP] LAUNDRY SOAP [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 3 [SEP] Bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations; soaps; perfumery, essential oils, cosmetics, hair lotions; dentifrices. [SEP] Pseudo mark is  [CLS]"
71000967,25,C/B,1,CORSETS,0,CB,"[CLS]C/B [SEP] CORSETS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 25 [SEP] Clothing, footwear, headgear. [SEP] Pseudo mark is CB [CLS]"
71001000,16,SPHINX BOND,2,WRITING-PAPER,1,,"[CLS]SPHINX BOND [SEP] WRITING-PAPER [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 16 [SEP] Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; artists' and drawing materials; paintbrushes; typewriters and office requisites (except furniture); instructional and teaching materials (except apparatus); plastic materials forsheets, films and bags for wrapping and packaging; printers' type; printing blocks. [SEP] Pseudo mark is  [CLS]"
71001077,33,E H. TAYLOR JR & SONS,6,WHISKY,0,EH TAYLOR JR & SONS,[CLS]E H. TAYLOR JR & SONS [SEP] WHISKY [SEP] mark absent in Wordnet [SEP] Mark length is 6 [SEP] NICE category is 33 [SEP] Alcoholic beverages (except beers). [SEP] Pseudo mark is EH TAYLOR JR & SONS [CLS]
71001101,29,SHREDDED CODFISH.,2,SHREDDED CODFISH,0,,"[CLS]SHREDDED CODFISH. [SEP] SHREDDED CODFISH [SEP] mark absent in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 29 [SEP] Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk and milk products; edible oils and fats [SEP] Pseudo mark is  [CLS]"
71001102,29,BEARDSLEY'S SHREDDED CODFISH,3,SALTED AND BONELESS FISH,0,BEARDSLEYS SHREDDED CODFISH,"[CLS]BEARDSLEY'S SHREDDED CODFISH [SEP] SALTED AND BONELESS FISH [SEP] mark absent in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 29 [SEP] Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk and milk products; edible oils and fats [SEP] Pseudo mark is BEARDSLEYS SHREDDED CODFISH [CLS]"
71001103,29,SHREDDED CODFISH,2,SALTED AND BONELESS CODFISH,1,,"[CLS]SHREDDED CODFISH [SEP] SALTED AND BONELESS CODFISH [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 29 [SEP] Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk and milk products; edible oils and fats [SEP] Pseudo mark is  [CLS]"
71001114,14,ELGIN,1,WATCHES,0,,"[CLS]ELGIN [SEP] WATCHES [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 14 [SEP] Precious metals and their alloys; jewellery, precious and semi-precious stones; horological and chronometric instruments. [SEP] Pseudo mark is  [CLS]"
71001115,14,ELGIN WATCH CO,3,WATCHES,0,,"[CLS]ELGIN WATCH CO [SEP] WATCHES [SEP] mark absent in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 14 [SEP] Precious metals and their alloys; jewellery, precious and semi-precious stones; horological and chronometric instruments. [SEP] Pseudo mark is  [CLS]"
71001123,24,IVORY,1,COTTON PIECE GOODS,1,,[CLS]IVORY [SEP] COTTON PIECE GOODS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 24 [SEP] Textiles and substitutes for textiles; bed covers; table covers; household linen; curtains of textile or plastic. [SEP] Pseudo mark is  [CLS]
71001125,24,PEQUOT WIDE COTTONS,3,COTTON PIECE GOODS,0,,[CLS]PEQUOT WIDE COTTONS [SEP] COTTON PIECE GOODS [SEP] mark absent in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 24 [SEP] Textiles and substitutes for textiles; bed covers; table covers; household linen; curtains of textile or plastic. [SEP] Pseudo mark is  [CLS]
71001133,3,FROSTILLA,1,"LOTION FOR CHAPPED HANDS, SALT-RHEUM, SUNBURN, CHAFING, OR ANY ROUGHNESS OF THE SKIN",0,,"[CLS]FROSTILLA [SEP] LOTION FOR CHAPPED HANDS, SALT-RHEUM, SUNBURN, CHAFING, OR ANY ROUGHNESS OF THE SKIN [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 3 [SEP] Bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations; soaps; perfumery, essential oils, cosmetics, hair lotions; dentifrices. [SEP] Pseudo mark is  [CLS]"
71001156,29,KICKERBOCKER.,1,CANDIES AND CANDIED FRUITS,0,,"[CLS]KICKERBOCKER. [SEP] CANDIES AND CANDIED FRUITS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 29 [SEP] Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk and milk products; edible oils and fats [SEP] Pseudo mark is  [CLS]"
71001165,15,JOHN PHILIP SOUSA,3,"MUSICAL INSTRUMENTS, PARTICULARLY HARMONICAS",1,,"[CLS]JOHN PHILIP SOUSA [SEP] MUSICAL INSTRUMENTS, PARTICULARLY HARMONICAS [SEP] mark present in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 15 [SEP] Musical instruments. [SEP] Pseudo mark is  [CLS]"
71001166,24,RUBEROID,1,"FLEXIBLE WATERPROOF FABRIC FOR USE AS ROOFING, DAMP COURSES, AND OTHER PURPOSES",0,,"[CLS]RUBEROID [SEP] FLEXIBLE WATERPROOF FABRIC FOR USE AS ROOFING, DAMP COURSES, AND OTHER PURPOSES [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 24 [SEP] Textiles and substitutes for textiles; bed covers; table covers; household linen; curtains of textile or plastic. [SEP] Pseudo mark is  [CLS]"
71001187,30,BLUE CROSS,2,BREAKFAST CEREAL FOODS,1,,"[CLS]BLUE CROSS [SEP] BREAKFAST CEREAL FOODS [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is  [CLS]"
71001204,29,SOLID GOLD,2,BUTTERIN OR OLEOMARGARIN,1,,"[CLS]SOLID GOLD [SEP] BUTTERIN OR OLEOMARGARIN [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 29 [SEP] Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk and milk products; edible oils and fats [SEP] Pseudo mark is  [CLS]"
71001206,29,GOOD LUCK,2,BUTTERIN OR OLEOMARGARIN,1,,"[CLS]GOOD LUCK [SEP] BUTTERIN OR OLEOMARGARIN [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 29 [SEP] Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk and milk products; edible oils and fats [SEP] Pseudo mark is  [CLS]"
71001232,5,GRAY'S GLYCERINE TONIC COMP. FORMULA DR. JOHN P. GRAY.,9,TONIC COMPOUND,0,TOR JOHN,"[CLS]GRAY'S GLYCERINE TONIC COMP. FORMULA DR. JOHN P. GRAY. [SEP] TONIC COMPOUND [SEP] mark absent in Wordnet [SEP] Mark length is 9 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is TOR JOHN [CLS]"
71001232,5,GRAY'S GLYCERINE TONIC COMP. FORMULA DR. JOHN P. GRAY.,9,TONIC COMPOUND,0,GRAYS GLYCERINE TONIC COMP. FORMULA DOCTOR JOHN,"[CLS]GRAY'S GLYCERINE TONIC COMP. FORMULA DR. JOHN P. GRAY. [SEP] TONIC COMPOUND [SEP] mark absent in Wordnet [SEP] Mark length is 9 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is GRAYS GLYCERINE TONIC COMP. FORMULA DOCTOR JOHN [CLS]"
71001234,15,MARINE BAND,2,MOUTH-HARMONICAS,1,,[CLS]MARINE BAND [SEP] MOUTH-HARMONICAS [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 15 [SEP] Musical instruments. [SEP] Pseudo mark is  [CLS]
71001236,15,34B,1,MOUTH-HARMONICAS,0,34-B,[CLS]34B [SEP] MOUTH-HARMONICAS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 15 [SEP] Musical instruments. [SEP] Pseudo mark is 34-B [CLS]
71001238,15,1896,1,MOUTH-HARMONICAS,0,,[CLS]1896 [SEP] MOUTH-HARMONICAS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 15 [SEP] Musical instruments. [SEP] Pseudo mark is  [CLS]
71001240,15,AUTO-VALVE,1,MOUTH-HARMONICAS,0,,[CLS]AUTO-VALVE [SEP] MOUTH-HARMONICAS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 15 [SEP] Musical instruments. [SEP] Pseudo mark is  [CLS]
71001241,3,4711,1,"COLOGNE WATER[, FLORIDA WATER] , AND PERFUMERY",0,,"[CLS]4711 [SEP] COLOGNE WATER[, FLORIDA WATER] , AND PERFUMERY [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 3 [SEP] Bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations; soaps; perfumery, essential oils, cosmetics, hair lotions; dentifrices. [SEP] Pseudo mark is  [CLS]"
71001249,3,LA CATHEDRALE,2,TOILET SOAP,0,,"[CLS]LA CATHEDRALE [SEP] TOILET SOAP [SEP] mark absent in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 3 [SEP] Bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations; soaps; perfumery, essential oils, cosmetics, hair lotions; dentifrices. [SEP] Pseudo mark is  [CLS]"
71001252,3,RHINE,1,PERFUMERY,1,,"[CLS]RHINE [SEP] PERFUMERY [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 3 [SEP] Bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations; soaps; perfumery, essential oils, cosmetics, hair lotions; dentifrices. [SEP] Pseudo mark is  [CLS]"
